header,content,tags,visits,comments,post_time,relative_url
"Антони не хочет уходить из ""Юнайтед""","Вингер ""Манчестер Юнайтед"" Антони не хочет уходить из клуба в зимнее трансферное окно.,Антони, купленный ""Юнайтед"" за 86 миллионов фунов у ""Аякса"" в 2023 году, сыграл лишь два матча в этом сезоне Премьер-Лиги, оба раза появившись на замену.,В предыдущие недели ходили слухи, что Антони недоволен своей ситуацией и уже в январе может отправиться в аренду. Одним из возможных направлений для 24-летнего бразильца назывался ""Фламенго"".,Однако TEAMtalk, ссылаясь на агента Антони, утверждает, что у вингера нет намерений по смене клуба посреди сезона.,Антони настроен произвести впечатление на нового главного тренера ""Юнайтед"" Рубена Аморима и увеличить свое игровое время.,17:00,19:30,23:00,23:00,23:00","Антони,Манчестер Юнайтед",1995,7,16.11.2024,/posts/111243/
"Карсли подтвердил, что Кейн вернется в старт сборной Англии","Временный тренер сборной Англии Ли Карсли подтвердил, что капитан Харри Кейн вернется в стартовый состав на матч Лиги Наций против Ирландии в воскресенье.,31-летний Кейн неожиданно оказался вне стартового состава англичан на матч против Греции накануне. Карсли предпочел Харри нападающего ""Астон Виллы"" Олли Уоткинса, и тот отличился уже на седьмой минуте.,После победы 0:3 в Афинах Карсли объяснил свое решение и пообещал, что Кейн вернется в старт.,""Для Олли было замечательно забить гол. Если мы собираемся выиграть Чемпионат Мира, тогда нам нужно обеспечить этим игрокам как можно больше опыта, и это важно"".,""Это не было неуважением к Харри. Он выйдет в стартовом составе на следующий матч, и я думаю, мы можем извлечь много позитивных моментов из этой игры"", — цитирует Карсли Sky Sports.,17:00,19:30,23:00,23:00,23:00","Карсли,Кейн,Лига Чемпионов",788,1,15.11.2024,/posts/111226/
"Бентанкур подтвердил, что готовится к дисквалификации","Полузащитник ""Тоттенхэма"" Родриго Бентанкур подтвердил, что готовится к многоматчевой дисквалификации за расизм.,На днях появилась информация, что FA собирается наказать Бентанкура дисквалификацией на семь матчей за неудачную шутку насчет азиатской внешности своего капитана по ""Тоттенхэму"" Сона Хен Мина.,В данный момент 27-летний Бентанкур находится в расположении сборной Уругвая, где Родриго и застали эти печальные новости.,""Мой агент позвонил мне и сказал, что был уведомлен о санкциях. Пока что клуб не контактировал со мной. Более-менее я уже знаю, к чему это идет"".,""Теперь, когда санкции определены, я хочу чувствовать себя спокойно в сборной. Затем мы посмотрим, когда будет пока вернуться"", — цитирует Бентанкура Daily Mail.,17:00,19:30,23:00,23:00,23:00","FA,Бентанкур,дисквалификации,расизм,Сон,Тоттенхэм",1831,2,15.11.2024,/posts/111225/
Карсли не удивлен голом Джонса,"Временный тренер сборной Англии Ли Карсли заявил, что не был удивлен голом полузащитника ""Ливерпуля"" Кертиса Джонса в матче Лиги Наций против Греции.,Накануне 23-летний Джонс отметил свой дебют за сборную Англии, своим голом пяткой довершив разгром греков (0:3).,Карсли считает, что и без своего гола Джонс сыграл очень хорошо. Ли считает это нормой, учитывая отличный футбол Кертиса в своем клубе.,""Это не сюрприз. Кертис — выдающийся игрок. Думаю, он сыграл действительно хорошо сегодня, даже без учета своего гола. А с таким голом это была превосходная игра. Я по-настоящему рад за него"", — цитирует Карсли Sky Sports.,17:00,19:30,23:00,23:00,23:00","Джонс,Карсли,Ливерпуль,Лига Наций,сборная Англии,сборная Греции",1551,0,15.11.2024,/posts/111227/
"""Реал"" интересуется Мурильо","Испанский ""Реал"" проявил интерес к центральному защитнику ""Ноттингем Форест"" Муриньо.,В данный момент ""Реал"" испытывает большие проблемы в линии обороны, что подталкивает клуб из Мадрида к выходу на трансферный рынок в январе, вопреки своей привычке избегать покупок посреди сезона.,По информации Daily Mail, как раз Мурильо ""Реал"" и рассматривает на замену Эдеру Милитао, выбывшему с серьезной травмой колена.,Как и весь ""Форест"", Мурильо проявляет себя с лучшей стороны в этом сезоне. На международный перерыв ""лесники"" ушли, занимая пятое место в Премьер-Лиге.,На ""Сити Граунд"" чувствуют, что уход Мурильо в топ-клуб — это лишь вопрос времени, однако ""Форест"" хотел бы удержать 22-летнего бразильца до конца сезона.,Также сообщается, что ""Реал"" готов потратить на Мурильо 40 миллионов фунтов, однако ""Форест"" оценивает свою звезду вдвое дороже. При этом сами ""лесники"" купили защитника у ""Коринтианса"" лишь за 11 млн. фунтов летом 2023.,17:00,19:30,23:00,23:00,23:00","Мурильо,Ноттингем Форест,Реал",1296,0,15.11.2024,/posts/111228/
Дом Жоэлинтона снова ограбили,"Домой к полузащитнику ""Ньюкасла"" Жоэлинтону второй раз в этому году наведались грабители.,Нежданные гости посетили особняк, где Жоэлинтон проживает с супругой и тремя детьми, спустя 10 месяцев после аналогичного инцидента.,28-летний бразилец был вынужден обратиться к социальным сетям и предупредить, что у него дома нет ценных вещей.,""К нам домой снова вломились. Каждый, кто подумывает сделать это, должен знать, что ничего ценного здесь нет!"",""Больше всего нас волнует безопасность нашей семьи и то, чтобы наши дети росли без страха. Мы надеемся на общество, где наши дети и дети каждого будут чувствовать себя в безопасности"".,""Мы хотим воспринимать свой дом как безопасное место для нашей семьи. Мы просто хотим жить в мире"", — пишет Жоэлинтон.,17:00,19:30,23:00,23:00,23:00","Жоэлинтон,Ньюкасл,происшествия",1794,5,15.11.2024,/posts/111230/
Джеррард пошутил насчет дебюта Джонса за сборную Англии,"Легенда ""Ливерпуля"" Стивен Джеррард пошутил, что чиновников FA и тренеров сборной Англии нужно оштрафовать за столь поздний дебют полузащитника Кертиса Джонса.,Накануне 23-летний Джонс дебютировал за сборную Англии, появившись в стартовом составе на матч Лиги Наций против Греции.,Полузащитник ""Ливерпуля"" не только показал отличную игру, но и довершил разгром соперника голом пяткой после передачи Моргана Гиббс-Уайта в штрафной (0:3).,После матча в Афинах у Джеррарда и многих других людей появились вопросы, почему Джонс не дебютировал на международном уровне раньше.,""Что за игрок! Оштрафуйте FA и всех тренеров за то, что они припозднились"", — написал Джеррард в инстаграме.,17:00,19:30,23:00,23:00,23:00","Джеррард,Джонс,Ливерпуль,сборная Англии",2717,7,15.11.2024,/posts/111229/
Ван Нистелрой впервые высказался после ухода из МЮ,"Рууд Ван Нистелрой впервые высказался после своего ухода из ""Манчестер Юнайтед"".,Отработав четыре матча в качестве временного тренера, Ван Нистелрой не получил места в штабе нового рулевого ""Юнайтед"" Рубена Аморима и был вынужден покинуть клуб.,Напоследок Ван Нистелрой решил поблагодарить каждого в ""Юнайтед"". Рууд надеется, что славные дни вернутся на ""Олд Траффорд"".,""Обращаюсь к каждому в ""Манчестер Юнайтед"", особенно к персоналу, игрокам и фанатам. Я хочу от всего сердца поблагодарить вас за ваши невероятные старания и поддержку"".,""Для меня было привилегией и честью представлять клуб в качестве игрока, тренера и менеджера, и эти наши совместные воспоминания останутся со мной навсегда"".,""Манчестер Юнайтед"" всегда будет занимать особенное место в моем сердце, и я надеюсь, очень скоро на ""Олд Траффорд"" будет много славных дней — не только потому что я желаю клубу успеха, но и потому, что все вы заслуживаете это!"" — гласит заявление Ван Нистелроя.,17:00,19:30,23:00,23:00,23:00","Ван Нистелрой,Манчестер Юнайтед,тренеры",4961,0,15.11.2024,/posts/111231/
"Палмер: ""Я не собирался в ""Челси"", меня уговорили""","Бомбардир ""Челси"" Коул Палмер признался, что изначально не собирался переходить в лондонский клуб.,Покупка Палмера у ""Манчестер Сити"" за 40 миллионов фунтов в заключительный день летнего трансферного окна 2023 года стала большой удачей для ""Челси"", потому что уже в своем первом сезоне на ""Стэмфорд Бридж"" Коул забил 25 голов и отдал 15 результативных передач во всех соревнованиях.,По словам Палмера, он захотел уйти из ""Сити"" ввиду дефицита игровых минут в Премьер-Лиге. И ""Челси"" пришлось потрудиться, чтобы развеять сомнения Коула, который изначально лишь собирался в аренду.,""Я даже не собирался переходить в ""Челси"". Меня уговорили. Я просто знал, что не буду играть (в ""Сити"") так много, как я хотел. Даже когда я приезжал в сборную Англии более молодых уровней, там были игроки, которые играли в лиге каждую неделю. Ты смотришь на них и думаешь: ""Я тоже могу играть в лиге"". Это расстраивает, когда ты не играешь"".,""Я просто хотел уйти в аренду"".,""Помню я тренировался с ""Сити"" в среду днем, когда появились новости: ""Они (""Челси"") пытаются согласовать компенсацию"". Каждый раз, когда мяч улетал, я спрашивал китмена или доктора, согласована ли компенсация"".,""После тренировки у меня не было возможности увидеться со многими людьми и попрощаться. Мне просто пришлось собрать свои вещи"".,""Я написал в общий чат: ""Спасибо и все такое. Я ушел"". Вот и все"", — сообщил Палмер GQ.,17:00,19:30,23:00,23:00,23:00","Манчестер Сити,Палмер,Челси",3535,6,15.11.2024,/posts/111232/
"Ван Нистелрой откликнулся на вакансию в ""Ковентри""","Рууд Ван Нистелрой откликнулся на вакантную позицию главного тренера ""Ковентри"" из Чемпионшипа.,Ван Нистелрой остался без работы только в минувший понедельник, когда узнал, что новый главный тренер ""Манчестер Юнайтед"" Рубен Аморим не нуждается в нем как в своем ассистенте.,По всей видимости, теперь Ван Нистелрой собирается развиваться как самостоятельный специалист, а не чей-то помощник.,По информации talkSPORT, 48-летний голландец выразил желание поработать с ""Ковентри"", который ищет замену Марку Робинсу, уволенному ранее в ноябре.,В данный момент ""Ковентри"" занимает только 17-е место во втором английском дивизионе, находясь в одном очке над зоной вылета.,17:00,19:30,23:00,23:00,23:00","Ван Нистелрой,Ковентри,тренеры",2497,3,15.11.2024,/posts/111234/
"Субименди: ""Я не расходую свою энергию на внешний шум""","Полузащитник испанского ""Реал Сосьедад"" Мартин Субименди отреагировал на новые слухи, связывающие его с переездом в Премьер-Лигу.,Только на днях появились слухи об интересе к 25-летнему Субименди со стороны ""Арсенала"", а немногим ранее пресса сообщала, что ""Манчестер Сити"" задумывается о покупке Мартина в январе на замену травмированному Родри.,Однако игрок сборной Испании, который минувшим летом отверг ""Ливерпуль"", предпочитает не отвлекаться на эти спекуляции.,""Слухи есть всегда, и они есть сейчас, учитывая приближение января, но я не расходую свою энергию на внешний шум"".,""Я доволен тем, как я справляюсь с этим, и я справлюсь с этим"", — цитирует Субименди Evening Standard.,17:00,19:30,23:00,23:00,23:00","Реал Сосьедад,Субименди",1544,1,15.11.2024,/posts/111235/
"""Ливерпуль"" не собирается избавляться от Кьезы","""Ливерпуль"" не собирается избавляться от вингера Федерико Кьеза.,Минувшим летом ""Ливерпуль"" приобрел Кьезу у ""Ювентуса"" за 12.5 млн. фунтов. С тех пор Федерико сыграл только три матча, включая единственное появление в стартовом составе.,Недавно в прессе появились слухи, что ""Ливерпуль"" теряет терпение в отношении Кьезы, и 27-летний итальянец может уже в январе вернуться на родину.,Однако The Athletic утверждает, что ""Ливерпуль"" не спешит избавляться от Кьезы. Федерико прибыл в Англию практически без предсезонной подготовки, и сейчас ""красные"" это исправляют, постепенно повышая интенсивность тренировок для игрока.,""Ливерпуль"" намерен помочь Кьезе вернуться в свою лучшую физическую форму, а дальше все будет в руках самого Федерико.,17:00,19:30,23:00,23:00,23:00","Кьеза,Ливерпуль",2745,8,15.11.2024,/posts/111233/
"Мактоминей не жалеет об уходе из ""Юнайтед""","Полузащитник итальянского ""Наполи"" Скотт Мактоминей заявил, что не жалеет о своем ухода из ""Манчестер Юнайтед"" минувшим летом.,Минувшим летом Мактоминей покинул родной ""Юнайтед"" и по сделке стоимостью 25.7 млн. фунтов присоединился к ""Наполи"". 27-летний шотландец сразу же утвердился ключевым игроком команды Антонио Конте и назад предпочитает не оглядываться.,""Разумеется, то было большое решение, нет смысла это отрицать"".,""То было решение огромной важности для меня, моей семьи и моих друзей. В такого рода времена в своей жизни ты просто должен сказать: ""Хочу ли я этого? Абсолютно. Тогда сделаем это"".,""Я не оглядываюсь назад. Я никогда ни о чем не жалел в своей жизни или карьере, и это не изменилось до сегодняшнего дня"".,""Я хочу, чтобы моя карьера была успешна. Я собираюсь поступать по-своему и хочу подстегивать себя, чтобы быть лучшей версией себя как футболист и человек"", — цитирует Мактоминей Daily Mail.,17:00,19:30,23:00,23:00,23:00","Мактоминей,Манчестер Юнайтед,Наполи",2907,3,15.11.2024,/posts/111236/
Карсли видит в Беллингеме будущего капитана сборной Англии,"Временный тренер сборной Англии Ли Карсли считает, что полузащитник Джуд Беллингем может стать капитаном ""трех львов"" в будущем.,В победном для англичан матче Лиги Наций против Греции накануне (0:3) Карсли показал, что его команда может играть без своего капитана Харри Кейна, оставленного вне старта.,По мнению Карсли, в отсутствие Карсли себя с лучшей стороны проявил в качестве лидера 21-летний Беллингем, который вдобавок забил один из голов англичан.,""Он всегда играет, беря ответственность на себя. Знаю, мы видим это только во время матчей, но он делает это и на тренировках, он подает пример, и он является действительно хорошей личностью, потому что люди хотят тянуться к нему и сражаться вместе с ним"".,""Как вы видели в Греции, он показал себя игроком, который определенно повышает планку"", — цитирует Карсли Daily Mirror.,17:00,19:30,23:00,23:00,23:00","Беллингем,капитаны,Карсли,сборная Англии",809,4,15.11.2024,/posts/111237/
УЕФА взялся за Дэвида Кута,"УЕФА открыл собственное расследование в отношении рефери Премьер-Лиги Дэвида Кута.,Напомним, Кут был отстранен от судейства в Премьер-Лиге, а также не поехал обслуживать матчи сборных в этот международный перерыв после того, как в социальных сетях распространилось видео, на котором он оскорбляет ""Ливерпуль"" и Юргена Клоппа.,А накануне издание The Sun опубликовало новое видео с Кутом. На этой записи, сделанной 6 июля, Дэвид нюхает белый порошок. В то время англичанин обслуживал матчи Евро-2024.,Теперь за Кута — вслед за судейским корпусом и  FA — взялся УЕФА, о чем прессе сообщил официальный представитель организации.,17:00,19:30,23:00,23:00,23:00","Кут,рефери,УЕФА",2768,4,14.11.2024,/posts/111209/
"""Юнайтед"" не будет делать Руни своим представителем","""Манчестер Юнайтед"" не планирует предлагать своему бывшему нападающему Уэйну Руни должность представителя клуба.,В прошлом месяце новые совладельцы ""Юнайтед"" из компании Ineos шокировали публику, расторгнув амбассадорский контракт с сэром Алексом Фергюсоном стоимостью 2 миллиона фунтов в год.,""Юнайтед"" пошел на этот непопулярный шаг в рамках своей политики по сокращению расходов.,Как сообщает Daily Star, одновременно с этим ""Юнайтед"" отверг идею насчет того, чтобы предложить работу 39-летнему Руни, несмотря на статус того как легенды клуба.,Руни остается лучшим бомбардиром в истории ""Юнайтед"", забив 253 гола в 559 матчах и завоевав 16 трофеев с клубом, но ""красные дьяволы"" не будут привлекать Уэйна для продвижения своего бренда.,Добавим, амбассадорами ""Юнайтед"" остаются другие бывшие игроки клуба: Петер Шмейхель, Неманья Видич, Уэс Баун, Энди Коул, Денис Ирвин и Брайан Робсон.,17:00,19:30,23:00,23:00,23:00","Манчестер Юнайтед,Руни",2277,4,14.11.2024,/posts/111211/
Гордон предвкушает работу с Тухелем в сборной Англии,"Нападающий ""Ньюкасла"" Энтони Гордон заявил, что ему не терпится поработать с новым главным тренером сборной Англии Томасом Тухелем.,23-летний Гордон с успехом выступает за ""Ньюкасл"" после своего перехода из ""Эвертона"" в январе 2023 и сейчас регулярно вызывается в сборную Англии.,Гордон мог уйти из ""Эвертона"" на полгода раньше, когда на покупке Энтони настаивал Тухель, тогда занимавший пост главного тренера ""Челси"". Тот переход не случился, но теперь игрок сможет исполнить свое желание поработать с Томасом на международном уровне.,""Если честно, это (переход в ""Челси"") было довольно близко. В то время я отчаянно хотел перейти и — особенно — поработать с ним. Я чувствовал, что мой стиль подходит его стилю игры. На мой взгляд, он играл в очень интересный футбол в ""Челси"". Но этого не случилось"".,""То была большая возможность для меня, которой я не воспользовался, и я предвкушаю совместную работу с ним пару лет спустя"".,""Я разговаривал с ним после матча, когда мы с ""Эвертоном"" играли против ""Челси"". Я пожал его руку и все. Он сказал мне ряд действительно приятных вещей, которые я оставлю при себе"".,""Я почувствовал много теплоты, исходившей от него, из-за чего я очень хотел играть за него, но я не получил такого шанса"", — цитирует Гордона Sky Sports.,17:00,19:30,23:00,23:00,23:00","Гордон,Ньюкасл,сборная Англии,тренеры,Тухель",675,0,14.11.2024,/posts/111210/
Скалони раскрыл характер травмы Лисандро Мартинеса,"Главный тренер сборной Аргентины Лионель Скалони поведал, что травма защитника ""Манчестер Юнайтед"" Лисандро Мартинеса незначительна.,Изначально прибыв в расположение своей сборной в этот международный перерыв, Мартинес не остался на матчи против Парагвая и Перу в рамках отбора к ЧМ-2026.,Вместо этого Лисандро вернулся в свой клуб на лечение. Но если верить Скалони, 26-летнего защитника просто беспокоит спина, которую он повредил против ""Лестера"" в минувший уикенд, сыграв все 90 минут.,""Мы не ожидали, что так выйдет с Лисандро. Мы видели, что он получил ушиб спины, но оказалось, что у него нет проблем, просто боль. Когда он прибыл сюда, боль немного усилилась, он прошел медицинские тесты, и он не форме, чтобы здесь остаться"", — цитирует Скалони Evening Standard.,Добавим, свой следующий матч ""Юнайтед"" проведет 24 ноября против ""Ипсвича"", и это будет дебют Рубена Аморима в качестве главного тренера ""красных дьяволов"".,17:00,19:30,23:00,23:00,23:00","Манчестер Юнайтед,Мартинес,сборная Аргентины,травмы",1480,0,14.11.2024,/posts/111212/
"Хек присоединится к ""Тоттенхэму"" в декабре","Вингер Ян Мин Хек присоединится к ""Тоттенхэму"" в начале следующего месяца.,Еще минувшим летом ""Тоттенхэм"" объявил о приобретении Хека у ""Канвона"" за рекордные деньги для игрока, переезжающего из Южной Кореи в Европу.,Сезон южнокорейской K-Лиги близится к своему концу, поэтому ""Тоттенхэму"" нужно было определиться со своими планами насчет 18-летнего вингера.,По информации Evening Standard, Хек уже с начала декабря приступит к занятиям на базе ""Тоттенхэма"", но к тренировкам с первой командой ""шпор"" присоединится после получения разрешения на работу.,А дебютировать за команду Анге Постекоглу тинейджер сможет после 1 января, когда в Премьер-Лиге открывается зимнее трансферное окно.,В данный момент ""Тоттенхэм"" испытывает дефицит фланговых игроков атакующего плана, потому что Вильсон Одобер и Ришарлисон травмированы. Есть проблемы со здоровьем и у Тимо Вернера с Майки Муром.,17:00,19:30,23:00,23:00,23:00","Тоттенхэм,Хек",1783,0,14.11.2024,/posts/111214/
Игрока Премьер-Лиги подозревают в изнасилованиях уже трех женщин,"Неназванный игрок Премьер-Лиги, продолжающий выступать за свой клуб, подозревается в изнасилованиях уже трех женщин.,Напомним, впервые об аресте звезды Премьер-Лиги по подозрению в изнасиловании стало известно в июле 2022, а предполагаемое преступление случилось в июне 2022.,На прошлой неделе игрок, про которого известно, что он старше 30 и живет в Лондоне, был снова допрошен полицией — по новому эпизоду в совершении преступления сексуального характера.,Как сообщает ESPN, в деле футболиста есть уже три жертвы, причем одну из них он изнасиловал дважды — в апреле и июне 2021.,Несмотря на столь серьезные подозрения, игрок не был отстранен своим клубом, продолжая играть на уровне Премьер-Лиги.,17:00,19:30,23:00,23:00,23:00","Премьер-Лига,происшествия",3287,7,14.11.2024,/posts/111213/
"Исак отреагировал на слухи насчет ""Арсенала""","Нападающий ""Ньюкасла"" Александер Исак заявил, что его не тревожат слухи насчет ""Арсенала"".,Исака сватают в ""Арсенал"" с момента, как Александер перешел из ""Реал Сосьедад"" в ""Ньюкасл"" в августе 2022.,Согласно свежим слухам, Исак зашел в тупик в переговорах с ""Ньюкаслом"" о новом контракте и готов покинуть ""Сент-Джеймс Парк"" следующим летом, если ""сороки"" не попадут в Лигу Чемпионов.,Предполагается, что ""Арсенал"" внимательно следит за ситуацией вокруг Исака, однако 25-летний швед думает о другом.,""На протяжении своей карьеры я никогда по-настоящему не комментировал слухи насчет возможного перехода во время сезона. Такие разговоры ведутся уже много лет. Это не влияет на меня"".,""Я лишь высказываюсь насчет своей ситуации в ""Ньюкасле"", где у меня никогда не было никаких проблем. Я полностью сосредоточен на своей миссии там и на том, чтобы провести великолепный сезон. Для этого все еще есть отличные возможности. Я не помышляю ни о чем другом"", — сообщил Исак Fotboll Skanalen.,17:00,19:30,23:00,23:00,23:00","Арсенал,Исак,Ньюкасл",2985,2,14.11.2024,/posts/111205/
Де Лигт не винит себя в увольнении Тен Хага,"Защитник ""Манчестер Юнайтед"" Маттейс Де Лигт заявил, что не считает себя виноватым в увольнении Эрика Тен Хага с поста главного тренера.,Именно Де Лигт стал виновником назначения рокового пенальти в концовке проигранного ""Юнайтед"" матча Премьер-Лиги против ""Вест Хэма"" (2:1), на следующий день после которого клуб с ""Олд Траффорд"" указал Тен Хагу на дверь.,Однако Де Лигт не видит здесь своей вины, ведь судейский корпус уже подтвердил, что этот 11-метровый был назначен ошибочно. Маттейс лишь может посочувствовать своему соотечественнику.,""Обычно я всегда критичен к себе, и меня могут злить вещи, которые я не делаю хорошо. Но в данном случае я ничего не могу с этим поделать, я не могу винить себя в случившемся"".,""Также судейский комитет позвонил нам сказать, что там не было пенальти. Ему (Тен Хагу) не очень-то везло. Мы хорошо отыграли много матчей, но не использовали в них свои моменты. Жаль, что это так закончилось"", — сообщил Де Лигт De Telegraaf.,17:00,19:30,23:00,23:00,23:00","Де Лигт,Манчестер Юнайтед,Тен Хаг,тренеры",1869,0,14.11.2024,/posts/111206/
"Харвуд-Беллис поведал, что получает советы от Роя Кина","Новичок сборной Англии Тэйлор Харвуд-Беллис рассказал, что породнился с Роем Кином и теперь получает советы легенды ""Манчестер Юнайтед"" и сборной Ирландии.,В этот международный перерыв Харвуд-Беллис впервые в своей карьере был вызван во взрослую сборную Англии. Это стало наградой для защитника ""Саутгемптона"" за отличную игру на клубном уровне.,Недавно 22-летний Харвуд-Беллис также обручился с дочерью Роя Кина, Леа, и теперь может получать советы от своего будущего тестя.,""Да, это хорошая вещь, и я получаю много советов"".,""Сейчас я всецело сосредоточен на Греции. Это будет большой матч, учитывая домашний результат. Конечно, мы хотим отправиться туда и реабилитироваться"".,""Там будет хорошая атмосфера и полные трибуны. Мы находимся в предвкушении"", — цитирует Харвуд-Беллиса talkSPORT.,17:00,19:30,23:00,23:00,23:00","Кин,Саутгемптон,сборная Англии,Харвуд-Беллис",1391,0,14.11.2024,/posts/111208/
"""Бернли"" готов позвать Ван Нистелроя","""Бернли"" готов предложить должность главного тренера Рууду Ван Нистелрою, которому не нашлось места в штабе Рубена Аморима в ""Манчестер Юнайтед"".,В минувший понедельник ""Юнайтед"" объявил о расставании с Ван Нистелроем, который, несмотря на свое желание остаться, не был включен в штаб пришедшего из ""Спортинга"" Аморима.,Перед этим Ван Нистелрой успел провести четыре матча в качестве временного тренера ""Юнайтед"", согласившись на эту роль после увольнения Эрика Тен Хага.,Возможно, Ван Нистелрой ненадолго остался без работы, потому что о приглашении 48-летнего голландца задумался клуб Чемпионшипа ""Бернли"", утверждает The Sun.,Минувшим летом ""Бернли"" проводил в ""Баварию"" Венсана Компани, на место которого был назначен Скотт Паркер, однако в последние недели ""бордовые"" демонстрируют неважный футбол и мало забивают.,""Бернли"" помышлял о приглашении Ван Нистелроя еще минувшим летом, но в итоге выбрал Паркера, а Рудд в свою очередь отправился ассистировать Тен Хагу в ""Юнайтед"".,17:00,19:30,23:00,23:00,23:00","Бернли,Ван Нистелрой,тренеры",1879,0,14.11.2024,/posts/111207/
"Салах возмущен, что ""Ливерпуль"" считают андердогом","Нападающий ""Ливерпуля"" Мохамед Салах возмущен, что его команду по-прежнему считают адердогом чемпионской гонки Премьер-Лиги.,Выиграв девять из 11 первых матчей  в этом сезоне Премьер-Лиги, ""Ливерпуль"" ушел на международный перерыв абсолютным лидером английского первенства.,""Ливерпуль"" опережает ""Сити"" на пять очков и ""Арсенал"" на девять, однако многие люди до сих пор отказываются называть ""красных"" фаворитом, и Салаха это злит.,""Я хочу выиграть все. Я так упорно тружусь каждый день, и мне ненавистна идея о том, что нас считают адердогами"".,""У нас невероятный коллектив. На каждый позиции вы обнаружите игроков, которе входят в топ-3 в мире. Поэтому почему бы нам не выиграть Премьер-Лигу?  Этот клуб и этот город всегда должны за что-нибудь сражаться"" — цитирует Салаха Sky Sports.,17:00,19:30,23:00,23:00,23:00","Ливерпуль,Премьер-Лига,Салах",4522,6,14.11.2024,/posts/111216/
Райт не видит у Зиркзее будущего в МЮ,"Легенда ""Арсенала"" Ян Райт вынес неутешительный вердикт насчет нападающего ""Манчестер Юнайтед"" Джошуа Зиркзее.,Отличившись уже в своем дебюте за ""Юнайтед"" после перехода из ""Болоньи"" за 36.5 млн. фунтов минувшим летом, с тех пор Зиркзее больше не забивал.,Игра Зиркзее производит на Райта удручающее впечатление, и Ян подозревает, что 23-летний голландец окажется лишним для нового главного тренера ""Юнайтед"" Рубена Аморима.,""Знаете что? Я сморю на нападающих ""Манчестер Юнайтед"" в лице Хейлунда и Зиркзее и думаю о том, как кто-либо из них может помочь клубу достичь нужного уровня — топ-4, Лиги Чемпионов, борьбы за титул. Я не могу представить какой-либо схемы, в которой бы Зиркзее годился для этих задач"".,""Я могу представить это с Хейлундом, потому что он выглядит игроком на перспективу, особенно когда рядом будут игроки получше. У меня есть ощущение, что он может быть эффективен, проникая в штрафную и получая моменты. Я не вижу того же с Зиркзее. Я смотрю на его движения и не вижу ничего в его игре, что бы заставило меня подумать: ""Окей, теперь я вижу, на что он способен"".,""Я вижу это в Хейлунде и некоторых других. Я легко могу представить, что они выйдут на новый уровень, но я не чувствую это в случае с Зиркзее"", — цитирует Райта Daily Mirror.,17:00,19:30,23:00,23:00,23:00","Зиркзее,Манчестер Юнайтед,Райт",2300,2,15.11.2024,/posts/111218/
